"id","en","ru","de","fr","es","hi"
"SETTINGS_ONLY_HORIZONTAL","Only horizontal","Только по горизонтали","Nur waagerecht","Horizontal seul","Solo horizontal","केवल क्षैतिज "
"SETTINGS_OPEN_SETTINGS_DIR","Open settings directory","Открыть директорию настроек","Einstellungsordner öffnen",,,
"SETTINGS_RES","Resolution:","Разрешение:","Auflösung:","Résolution :","Resolución:","रेसोल्यूशन :"
"SETTINGS_RESTRICT_CAM_ROTATION","Restrict camera rotation","Ограничивать вращение камеры","Kameradrehung einschränken","Restreindre la rotation de la caméra","Restringir rotación de la cámara","कैमरे के घुमाव को बाधित करे  "
"SETTINGS_SCENE","Scene:","Сцена:","Szene","Scène :","Escena:","दृश्य :"
"SETTINGS_SHADERS","Shaders","Шейдеры","Shader","Shaders","Shaders","शादेर्स "
"SETTINGS_SHADOWS","Shadows","Тени","Schatten","Ombres","Sombras","परछाई"
"SETTINGS_SOUND_FX_VOLUME","Sound effects' volume:","Громкость звуковых эффектов:","Soundeffekt-Lautstärke:","Volume des effects sonores :","Volumen de los efectos de sonido:","ध्वनी की तीव्रता"
"SETTINGS_TEXTURE_FILTERING","Texture filtering:","Фильтрация текстур:","Texturfilterung:","Filtrage de texture :","Filtrado de textura:","बुनावट की फ़िल्टरिंग"
"SETTINGS_THEME","Theme:","Тема:","Thema:","Thème :","Tema:","मूल वास्तु:"
"SETTINGS_THEMES","Themes","Темы","Theme","Thèmes","Temas","मूल वस्तुए"
"SETTINGS_TILE","Tile detalization:","Детализация фишки:","Details der Spielsteine:","Niveau de détail de la tuile :","Nivel de detalle de las fichas:","टाइल की डिटेल की जानकारी :"
"SETTINGS_UPDATE_CHECK","Check for updates","Проверять обновления","Nach Updates suchen","Vérifier les mises à jour","Comprobando actualizaciones","नवीनीकरण के लिए जाँच |"
"SETTINGS_VIDEO","Video","Видео","Video","Vidéo","Vídeo","चल चित्र"
"SETTINGS_VSYNC","VSync","Верт. синхронизация","Vsync","VSync","VSync","Vsync"
"STATISTICS_DIFFICULTY","Difficulty","Сложность","Schwierigkeit","Difficulté","Dificultad","कठनाई :"
"STATISTICS_FAIR_GAMES_ONLY","Fair games only","Только честные партии","Nur faire Spiele","Jeux faciles seulement","Juegos sencillos sólo","केवल नयय्युक्त खेल"
"STATISTICS_GAME","Game","Игра","Spiel","Jeu","Juego","खेल "
"STATISTICS_LAYOUT","Layout","Раскладка","Layout","Disposition","Capa","खाका"
"STATISTICS_NAME","Name","Имя","Name","Nom","Nombre","नाम"
"STATISTICS_ONLINE_FIND_MYSELF","Find myself","Найти меня","Mich finden",,,
"STATISTICS_ONLINE_NO_LOGIN","No login provided (Settings > Game tab)","Не указан логин (Настройки > вкладка Игра)",,,,
"STATISTICS_SHISENSHO_G","Shisen-Sho g","Шисен-Сё г","Shisen-Sho g","Shisen-Sho g","Shisen-Sho g","शिसेन-सो जी"
"TEXTURE_FILTERING_ANISOTROPIC","Anisotropic","Анизотропная","Anisotropisch","Anisotropique","Anisotropico","अनिसोत्रोपिक"
"TEXTURE_FILTERING_BILINEAR","Bilinear","Билинейная","Bilinear","Bilinéaire","Bilineal","बिलिनेअर"
"TEXTURE_FILTERING_LINEAR","Linear","Линейная","Linear","Linéaire","Lineal","रेखाकार"
"TEXTURE_FILTERING_NONE","None","Нет","Keine","Aucun","Ninguno","कोई नहीं"
"TEXTURE_FILTERING_TRILINEAR","Trilinear","Трилинейная","Trilinear","Trilinéaire","Trilineal","ट्राई लीनियर"
"THEME_CLASSIC","Classic","Классика","Klassisch","Classique","Clásico","प्रसिद्ध"
"THEME_DISTROS","Distros","Дистрибутивы","Distros","Distros","Distros","वितरण"
"TILE_HIGH","High","Высокая","Hoch","Haut","Alta","प्रखर"
"TILE_LOW","Low","Низкая","Niedrig","Bas","Baja","अव्क्रिष्ट"
"TILE_MEDIUM","Medium","Средняя","Mittel","Moyen","Media","सामान्य"
"TUTORIAL_DYNCAM","Dynamic camera
 
The game uses the dynamic camera feature. It is designed to make the gameplay more comfortable by slightly turning the table when you move the mouse. It's enabled by default.
 
Do you want to leave it enabled or disable it? (You can enabled/disable it later in Settings)","Динамическая камера
 
В игре используется динамическая камера. Она призвана сделать игру более комфортной, чуть поворачивая игровое поле, когда вы двигаете мышью. По-умолчанию она включена.
 
Желаете ли вы оставить её включенной? (Вы можете включить/отключить её позже в Настройках)","Dynamische Kamera
 
Das Spiel nutzt eine dynamische Kamera, um das Gameplay komfortabler zu machen. Wenn Sie die Maus bewegen, dreht sich das Spielfeld leicht. Standardmässig ist diese Kamera aktiviert.
 
Möchten Sie dies Einstellung behalten oder deaktivieren? (Sie können dies auch später in den Einstellungen ändern)","Caméra dynamique
 
Le jeu utilise la fonction de caméra dynamique. Elle est conçue pour rendre le jeu plus confortable en faisant tourner légèrement la table quand vous bougez la souris. Elle est activée par défaut.
 
Voulez-vous la laisser activée ou la désactiver ? (Vous pouvez l'activer/la désactiver plus tard dans les Paramètres)","Cámara dinámica
 
El juego utiliza la función de cámara de forma dinámica. Está diseñado para que el juego sea más cómodo girar la mesa ligeramente cuando se mueve el ratón. Está habilitado de forma predeterminada.
 
¿se lo dejo encendido o apagado? (Se puede activar / desactivar más tarde en Ajustes)","गतिशील कैमरा 

यह खेल गतिशील कैमरा का प्रयोग करता है |यह खेलने के अनुभव को सुगम बनाने के लिए बना है ताकि आप आसानी से माउस द्वारा मेज़ को हिला सके | यह आमतौर पर ऑन होता है |

क्या आप इसे ऑन छोड़ना चाहते है ?(आप बाद में इसे बंद कर सकते है)"
"TUTORIAL_DYNCAM_DISABLE","Disable","Отключить","Deaktivieren","Désactiver","Deshabilitado","बंद करे"
"TUTORIAL_DYNCAM_LEAVE_ENABLED","Leave enabled","Оставить включенной","Aktiviert lassen","Laisser activé","Deja habilitado","खुला रहने दे"
"TUTORIAL_FIRST_RUN","First run
 
To select a tile, click it with the left mouse button.
Select a pair of tiles to remove them.
 
To control the camera, hold the right mouse button and move the mouse. Or use arrows and +/- keys without Shift.
To reset the camera position, press X.
 
To hide this message, press any key.","Первый запуск
 
Для выбора фишки кликните на ней левой кнопкой мыши.
Выберите пару фишек, чтобы убрать их.
 
Для управления камерой зажмите правую кнопку мыши и двигайте мышь. Или используйте стрелки и +/- с/ без Шифта.
Для возврата камеры в исходное положение нажмите X.
 
Чтобы убрать это сообщение, нажмите любую кнопку.","Erster Lauf
 
Um einen Spielstein auszuwählen, klicken Sie Ihn mit der linken Maustaste an. Wählen Sie ein Paar Spielsteine um diese zu entfernen.
 
Um die Kamera zu kontrollieren halten Sie die rechte Maustaste gedrückt und bewegen die Maus umher. Alternativ können Sie Pfeil/+/- Tasten mit/ohne Shift-Taste benutzen.
Um die Kamera zurückzusetzen, drücken Sie X.
 
Um diese Nachricht zu verstecken, drücken Sie eine beliebige Taste.","Premier démarrage
 
Pour sélectionner une tuile, cliquer dessus avec le bouton gauche de la souris.
Sélectionner une paire de tuiles pour les enlever.
 
Pour contrôler la caméra, maintenir le bouton droit de la souris et déplacer la souris. Ou utiliser les touches fléchées/+/- sans maj.
Pour réinitialiser la position de la caméra, presser X.
 
Pour cacher ce message, presser n'importe quelle touche.","Primera ejecución
 
Para seleccionar una ficha, haga clic con el botón izquierdo del ratón.
Seleccione un par de fichas para eliminarlos.
 
Para el control de la cámara, mantenga pulsado el botón derecho del ratón y mueva el ratón. O utilice las teclas de dirección /+/- sin may.
Para restablecer la posición de la cámara, pulse X.
 
Para ocultar este mensaje, pulse cualquier tecla.","पहली बार

एक टाइल को चुनने के लिए उस पर दये माउस बटन से क्लिक करे |
दो टाइल की जोड़ी बना कर उन्हें हटाये |

कैमरा को सँभालने के लिए बाए माउस बटन को दबा कर रखे और माउस को हिलाए | या फिर एरो-की और +/- की का प्रयोग करे Shift की के बिना |
कैमरे की स्थिथि पुनः तैयार करने के लिए X दबाये |

इस सन्देश को छुपाने के लिए कोई भी बटन दबाये | "
"TUTORIAL_LOSS","Loss
 
There are no more turns left. You can undo the last turn, shuffle tiles, restart the game, or start a new one.","Поражение
 
Не осталось ни одного доступного хода. Вы можете отменить последний ход, перемешать фишки, перезапустить партию или начать новую.","Niederlage
 
Es sind keine Züge mehr möglich. Sie können den letzten Zug rückgängig machen, die Spielsteine neu mischen oder ein neues Spiel starten.","Perdu
 
Il ne reste pas d'autre tour. Vous pouvez défaire le dernier tour, mélanger les tuiles, redémarrer le jeu ou en démarrer un nouveau.","Pérdida
 
No hay más vueltas a la izquierda. Puede deshacer la última vuelta, mezclar las fichas, reiniciar el juego, o iniciar uno nuevo.","हार

कोई भी चाल नहीं बची है | आप अपनी पिछली चल को अनडू ,टाइल्स को फेट ,खेल को  पुनः शुरू या एक नया खेल शुरू कर सकते है |"
"TUTORIAL_ONLINE_AVAILABLE","Online scored games are now supported
 
You have to register at website to be able to play an online scored game and enable it in Settings.
 
Do you want to go to website for registration and to Settings to enable online scoring?","Теперь поддерживаются игры с сетевым рейтингом
 
Вам необходимо зарегистрироваться на сайте, чтобы играть с сетевым рейтингом, а также включить его в Настройках.
 
Хотите перейти на сайт для регистрации и в Настройки для включения сетевого рейтинга?","Online Highscores sind jetzt verfügbar.
 
Sie müssen sich online registrieren, bevor Ihre Highscores online übertragen werden können.
 
Wollen Sie die Registrierungsseite zur registrierung aufrufen und dann in die Einstellungen die Highscorelisten aktivieren?",,,
"TUTORIAL_SURVEY","Survey
 
You're using a testing version of OGS Mahjong. It's incomplete and can be unstable. Would you like to participate in a survey to help us make the game better?","Опрос
 
Вы используете тестовую версию OGS Маджонг. Она может быть не совсем завершена и несколько нестабильна. Согласны ли вы принять участие в опросе, чтобы помочь нам улучшить игру?","Umfrage
 
Sie nutzen eine Testversion von OGS Mahjong. Es ist derzeit unvollständig und kann instabil sein. Möchten Sie an unserer Umfrage teilnehmen, um dieses Spiel besser zu machen?","Enquête
 
Vous utilisez une version test de OGS Mahjong. Elle est incomplète et peut être instable. Voudriez-vous participer à une enquête pour nous aider à rendre le jeu meilleur ?","Encuesta
 
Está utilizando una versión de prueba de OGS Mahjong. Es incompleta, y puede ser inestable. ¿Quieres participar en una encuesta para ayudarnos a mejorar el juego?","सर्वेक्षण

आप OGS Mahjong के एक टेस्टिंग संस्करण को खेल रहे है |ये अभी अधुरा है और असंतुलित भी हो सकता है |क्या आप इस खेल को बेहतर बनाने के लिए सर्वेक्षण में भाग लेना चाहते है ? "
"TUTORIAL_SURVEY_LATER","Later","Позже","Später","Plus tard","más tarde","बाद में"
"TUTORIAL_VICTORY","Victory
 
Congratulations! You have won!
Enter your name and check out statistics to see if you made it to the top.","Победа
 
Поздравляем! Вы победили!
Введите своё имя и проверьте статистику, может быть, вы поставили рекорд.","Sieg
 
Herzlichen Glückwunsch! Sie haben gewonnen!
Geben Sie Ihren Namen ein und überprüfen Sie in der Statistik, ob Sie es an die Spitze geschafft haben.","Victoire
 
Félicitations ! Vous avez gagné !
Entrez votre nom et vérifiez les statistiques pour voir si vous êtes en tête.","Victoria
 
¡Felicitaciones! ¡Has ganado!
Escriba su nombre y echa un vistazo a las estadísticas para ver si has llegado a la cima de puntuaciones.","जीत

बधाई हो!!! आप जीत गए !!!
अपना नाम डाले और देखे के आप क्रम सूची में कहा तक पहुचे |"
"URL_DONATE","http://opengamestudio.org/donate","http://opengamestudio.org/donate","http://opengamestudio.org/donate","http://opengamestudio.org/donate","http://opengamestudio.org/donate","http://opengamestudio.org/donate"
"URL_JOIN","http://opengamestudio.org/lang/en/join-us ","http://opengamestudio.org/lang/ru/join-us ","http://opengamestudio.org/lang/en/join-us ","http://opengamestudio.org/lang/en/join-us ","http://opengamestudio.org/lang/en/join-us ","http://opengamestudio.org/lang/en/join-us "
"URL_SURVEY","http://opengamestudio.org/lang/en/ogs-mahjong-testing-survey","http://opengamestudio.org/lang/ru/ogs-mahjong-testing-survey","http://opengamestudio.org/lang/en/ogs-mahjong-testing-survey","http://opengamestudio.org/lang/en/ogs-mahjong-testing-survey","http://opengamestudio.org/lang/en/ogs-mahjong-testing-survey","http://opengamestudio.org/lang/en/ogs-mahjong-testing-survey"
"YES","Yes","Да","Ja","Oui","Si","हाँ"
